1s+PRES+kuacha	I leave	ninaacha
NEG+2p+FUT+kujaribu	you will not try	hamtajaribu
NEG+2p+PERF+kujaribu	you have not tried	hamjajaribu
3s+PRES+kujaribu	(s)he tries	anajaribu
3s+PAST+kujaribu	(s)he tried	alijaribu
3s+FUT+kujaribu	(s)he will try	atajaribu
3s+PERF+kujaribu	(s)he has tried	amejaribu
NEG+3s+PRES+kujaribu	(s)he does not try	hajaribu
NEG+3s+PAST+kujaribu	(s)he did not try	hakujaribu
NEG+3s+FUT+kujaribu	(s)he will not try	hatajaribu
NEG+3s+PERF+kujaribu	(s)he has not tried	hajajaribu
3p+PRES+kujaribu	they try	wanajaribu
3p+PAST+kujaribu	they tried	walijaribu
3p+FUT+kujaribu	they will try	watajaribu
3p+PERF+kujaribu	they have tried	wamejaribu
NEG+3p+PRES+kujaribu	they do not try	hawajaribu
NEG+3p+PAST+kujaribu	they did not try	hawakujaribu
NEG+3p+FUT+kujaribu	they will not try	hawatajaribu
NEG+3p+PERF+kujaribu	they have not tried	hawajajaribu
2s+IMP+kujaribu	try	jaribu
2p+IMP+kujaribu	try	jaribuni
1s+PRES+kujenga	I build	ninajenga
1s+PAST+kujenga	I built	nilijenga
1s+FUT+kujenga	I will build	nitajenga
1s+PERF+kujenga	I have built	nimejenga
NEG+1s+PRES+kujenga	I do not build	sijengi
NEG+1s+PAST+kujenga	I did not build	sikujenga
NEG+1s+FUT+kujenga	I will not build	sitajenga
NEG+1s+PERF+kujenga	I have not built	sijajenga
1p+PRES+kujenga	we build	tunajenga
1p+PAST+kujenga	we built	tulijenga
1p+FUT+kujenga	we will build	tutajenga
1p+PERF+kujenga	we have built	tumejenga
NEG+1p+PRES+kujenga	we do not build	hatujengi
NEG+1p+PAST+kujenga	we did not build	hatukujenga
NEG+1p+FUT+kujenga	we will not build	hatutajenga
NEG+1p+PERF+kujenga	we have not built	hatujajenga
2s+PRES+kujenga	you build	unajenga
2s+PAST+kujenga	you built	ulijenga
2s+FUT+kujenga	you will build	utajenga
2s+PERF+kujenga	you have built	umejenga
NEG+2s+PRES+kujenga	you do not build	hujengi
NEG+2s+PAST+kujenga	you did not build	hukujenga
NEG+2s+FUT+kujenga	you will not build	hutajenga
NEG+2s+PERF+kujenga	you have not built	hujajenga
2p+PRES+kujenga	you build	mnajenga
2p+PAST+kujenga	you built	mlijenga
2p+FUT+kujenga	you will build	mtajenga
2p+PERF+kujenga	you have built	mmejenga
NEG+2p+PRES+kujenga	you do not build	hamjengi
NEG+2p+PAST+kujenga	you did not build	hamkujenga
NEG+2p+FUT+kujenga	you will not build	hamtajenga
NEG+2p+PERF+kujenga	you have not built	hamjajenga
3s+PRES+kujenga	(s)he builds	anajenga
3s+PAST+kujenga	(s)he built	alijenga
3s+FUT+kujenga	(s)he will build	atajenga
3s+PERF+kujenga	(s)he has built	amejenga
NEG+3s+PRES+kujenga	(s)he does not build	hajengi
NEG+3s+PAST+kujenga	(s)he did not build	hakujenga
NEG+3s+FUT+kujenga	(s)he will not build	hatajenga
NEG+3s+PERF+kujenga	(s)he has not built	hajajenga
3p+PRES+kujenga	they build	wanajenga
3p+PAST+kujenga	they built	walijenga
3p+FUT+kujenga	they will build	watajenga
3p+PERF+kujenga	they have built	wamejenga
NEG+3p+PRES+kujenga	they do not build	hawajengi
NEG+3p+PAST+kujenga	they did not build	hawakujenga
NEG+3p+FUT+kujenga	they will not build	hawatajenga
NEG+3p+PERF+kujenga	they have not built	hawajajenga
2s+IMP+kujenga	build	jenga
2p+IMP+kujenga	build	jengeni
1s+PRES+kujibu	I answer	ninajibu
1s+PAST+kujibu	I answered	nilijibu
1s+FUT+kujibu	I will answer	nitajibu
1s+PERF+kujibu	I have answered	nimejibu
NEG+1s+PRES+kujibu	I do not answer	sijibu
NEG+1s+PAST+kujibu	I did not answer	sikujibu
NEG+1s+FUT+kujibu	I will not answer	sitajibu
NEG+1s+PERF+kujibu	I have not answered	sijajibu
1p+PRES+kujibu	we answer	tunajibu
1p+PAST+kujibu	we answered	tulijibu
1p+FUT+kujibu	we will answer	tutajibu
1p+PERF+kujibu	we have answered	tumejibu
NEG+1p+PRES+kujibu	we do not answer	hatujibu
NEG+1p+PAST+kujibu	we did not answer	hatukujibu
NEG+1p+FUT+kujibu	we will not answer	hatutajibu
NEG+1p+PERF+kujibu	we have not answered	hatujajibu
2s+PRES+kujibu	you answer	unajibu
2s+PAST+kujibu	you answered	ulijibu
2s+FUT+kujibu	you will answer	utajibu
2s+PERF+kujibu	you have answered	umejibu
NEG+2s+PRES+kujibu	you do not answer	hujibu
NEG+2s+PAST+kujibu	you did not answer	hukujibu
NEG+2s+FUT+kujibu	you will not answer	hutajibu
NEG+2s+PERF+kujibu	you have not answered	hujajibu
2p+PRES+kujibu	you answer	mnajibu
2p+PAST+kujibu	you answered	mlijibu
2p+FUT+kujibu	you will answer	mtajibu
2p+PERF+kujibu	you have answered	mmejibu
NEG+2p+PRES+kujibu	you do not answer	hamjibu
NEG+2p+PAST+kujibu	you did not answer	hamkujibu
NEG+2p+FUT+kujibu	you will not answer	hamtajibu
NEG+2p+PERF+kujibu	you have not answered	hamjajibu
3s+PRES+kujibu	(s)he answers	anajibu
3s+PAST+kujibu	(s)he answered	alijibu
3s+FUT+kujibu	(s)he will answer	atajibu
3s+PERF+kujibu	(s)he has answered	amejibu
NEG+3s+PRES+kujibu	(s)he does not answer	hajibu
NEG+3s+PAST+kujibu	(s)he did not answer	hakujibu
NEG+3s+FUT+kujibu	(s)he will not answer	hatajibu
NEG+3s+PERF+kujibu	(s)he has not answered	hajajibu
3p+PRES+kujibu	they answer	wanajibu
3p+PAST+kujibu	they answered	walijibu
3p+FUT+kujibu	they will answer	watajibu
3p+PERF+kujibu	they have answered	wamejibu
NEG+3p+PRES+kujibu	they do not answer	hawajibu
NEG+3p+PAST+kujibu	they did not answer	hawakujibu
NEG+3p+FUT+kujibu	they will not answer	hawatajibu
NEG+3p+PERF+kujibu	they have not answered	hawajajibu
2s+IMP+kujibu	answer	jibu
2p+IMP+kujibu	answer	jibuni
1s+PRES+kujifunza	I learn	ninajifunza
1s+PAST+kujifunza	I learned	nilijifunza
1s+FUT+kujifunza	I will learn	nitajifunza
1s+PERF+kujifunza	I have learned	nimejifunza
NEG+1s+PRES+kujifunza	I do not learn	sijifunzi
NEG+1s+PAST+kujifunza	I did not learn	sikujifunza
NEG+1s+FUT+kujifunza	I will not learn	sitajifunza
NEG+1s+PERF+kujifunza	I have not learned	sijajifunza
1p+PRES+kujifunza	we learn	tunajifunza
1p+PAST+kujifunza	we learned	tulijifunza
1p+FUT+kujifunza	we will learn	tutajifunza
1p+PERF+kujifunza	we have learned	tumejifunza
NEG+1p+PRES+kujifunza	we do not learn	hatujifunzi
NEG+1p+PAST+kujifunza	we did not learn	hatukujifunza
NEG+1p+FUT+kujifunza	we will not learn	hatutajifunza
NEG+1p+PERF+kujifunza	we have not learned	hatujajifunza
2s+PRES+kujifunza	you learn	unajifunza
2s+PAST+kujifunza	you learned	ulijifunza
2s+FUT+kujifunza	you will learn	utajifunza
2s+PERF+kujifunza	you have learned	umejifunza
NEG+2s+PRES+kujifunza	you do not learn	hujifunzi
NEG+2s+PAST+kujifunza	you did not learn	hukujifunza
NEG+2s+FUT+kujifunza	you will not learn	hutajifunza
NEG+2s+PERF+kujifunza	you have not learned	hujajifunza
2p+PRES+kujifunza	you learn	mnajifunza
2p+PAST+kujifunza	you learned	mlijifunza
2p+FUT+kujifunza	you will learn	mtajifunza
2p+PERF+kujifunza	you have learned	mmejifunza
NEG+2p+PRES+kujifunza	you do not learn	hamjifunzi
NEG+2p+PAST+kujifunza	you did not learn	hamkujifunza
NEG+2p+FUT+kujifunza	you will not learn	hamtajifunza
NEG+2p+PERF+kujifunza	you have not learned	hamjajifunza
3s+PRES+kujifunza	(s)he learns	anajifunza
3s+PAST+kujifunza	(s)he learned	alijifunza
3s+FUT+kujifunza	(s)he will learn	atajifunza
3s+PERF+kujifunza	(s)he has learned	amejifunza
NEG+3s+PRES+kujifunza	(s)he does not learn	hajifunzi
NEG+3s+PAST+kujifunza	(s)he did not learn	hakujifunza
NEG+3s+FUT+kujifunza	(s)he will not learn	hatajifunza
NEG+3s+PERF+kujifunza	(s)he has not learned	hajajifunza
3p+PRES+kujifunza	they learn	wanajifunza
3p+PAST+kujifunza	they learned	walijifunza
3p+FUT+kujifunza	they will learn	watajifunza
3p+PERF+kujifunza	they have learned	wamejifunza
NEG+3p+PRES+kujifunza	they do not learn	hawajifunzi
NEG+3p+PAST+kujifunza	they did not learn	hawakujifunza
NEG+3p+FUT+kujifunza	they will not learn	hawatajifunza
NEG+3p+PERF+kujifunza	they have not learned	hawajajifunza
2s+IMP+kujifunza	learn	jifunze
2p+IMP+kujifunza	learn	jifunzeni
1s+PRES+kujitahidi	I improve	ninajitahidi
1s+PAST+kujitahidi	I improved	nilijitahidi
1s+FUT+kujitahidi	I will improve	nitajitahidi
1s+PERF+kujitahidi	I have improved	nimejitahidi
NEG+1s+PRES+kujitahidi	I do not improve	sijitahidi
NEG+1s+PAST+kujitahidi	I did not improve	sikujitahidi
NEG+1s+FUT+kujitahidi	I will not improve	sitajitahidi
NEG+1s+PERF+kujitahidi	I have not improved	sijajitahidi
1p+PRES+kujitahidi	we improve	tunajitahidi
1p+PAST+kujitahidi	we improved	tulijitahidi
1p+FUT+kujitahidi	we will improve	tutajitahidi
1p+PERF+kujitahidi	we have improved	tumejitahidi
NEG+1p+PRES+kujitahidi	we do not improve	hatujitahidi
NEG+1p+PAST+kujitahidi	we did not improve	hatukujitahidi
NEG+1p+FUT+kujitahidi	we will not improve	hatutajitahidi
NEG+1p+PERF+kujitahidi	we have not improved	hatujajitahidi
2s+PRES+kujitahidi	you improve	unajitahidi
2s+PAST+kujitahidi	you improved	ulijitahidi
2s+FUT+kujitahidi	you will improve	utajitahidi
2s+PERF+kujitahidi	you have improved	umejitahidi
NEG+2s+PRES+kujitahidi	you do not improve	hujitahidi
NEG+2s+PAST+kujitahidi	you did not improve	hukujitahidi
NEG+2s+FUT+kujitahidi	you will not improve	hutajitahidi
NEG+2s+PERF+kujitahidi	you have not improved	hujajitahidi
2p+PRES+kujitahidi	you improve	mnajitahidi
2p+PAST+kujitahidi	you improved	mlijitahidi
2p+FUT+kujitahidi	you will improve	mtajitahidi
2p+PERF+kujitahidi	you have improved	mmejitahidi
NEG+2p+PRES+kujitahidi	you do not improve	hamjitahidi
NEG+2p+PAST+kujitahidi	you did not improve	hamkujitahidi
NEG+2p+FUT+kujitahidi	you will not improve	hamtajitahidi
NEG+2p+PERF+kujitahidi	you have not improved	hamjajitahidi
3s+PRES+kujitahidi	(s)he improves	anajitahidi
3s+PAST+kujitahidi	(s)he improved	alijitahidi
3s+FUT+kujitahidi	(s)he will improve	atajitahidi
3s+PERF+kujitahidi	(s)he has improved	amejitahidi
NEG+3s+PRES+kujitahidi	(s)he does not improve	hajitahidi
NEG+3s+PAST+kujitahidi	(s)he did not improve	hakujitahidi
NEG+3s+FUT+kujitahidi	(s)he will not improve	hatajitahidi
NEG+3s+PERF+kujitahidi	(s)he has not improved	hajajitahidi
3p+PRES+kujitahidi	they improve	wanajitahidi
3p+PAST+kujitahidi	they improved	walijitahidi
3p+FUT+kujitahidi	they will improve	watajitahidi
3p+PERF+kujitahidi	they have improved	wamejitahidi
NEG+3p+PRES+kujitahidi	they do not improve	hawajitahidi
NEG+3p+PAST+kujitahidi	they did not improve	hawakujitahidi
NEG+3p+FUT+kujitahidi	they will not improve	hawatajitahidi
NEG+3p+PERF+kujitahidi	they have not improved	hawajajitahidi
2s+IMP+kujitahidi	improve	jitahidi
2p+IMP+kujitahidi	improve	jitahidini
1s+PRES+kujua	I know	ninajua
1s+PAST+kujua	I knew	nilijua
1s+FUT+kujua	I will know	nitajua
1s+PERF+kujua	I have known	nimejua
NEG+1s+PRES+kujua	I do not know	sijui
NEG+1s+PAST+kujua	I did not know	sikujua
NEG+1s+FUT+kujua	I will not know	sitajua
NEG+1s+PERF+kujua	I have not known	sijajua
1p+PRES+kujua	we know	tunajua
1p+PAST+kujua	we knew	tulijua
1p+FUT+kujua	we will know	tutajua
1p+PERF+kujua	we have known	tumejua
NEG+1p+PRES+kujua	we do not know	hatujui
NEG+1p+PAST+kujua	we did not know	hatukujua
NEG+1p+FUT+kujua	we will not know	hatutajua
NEG+1p+PERF+kujua	we have not known	hatujajua
2s+PRES+kujua	you know	unajua
2s+PAST+kujua	you knew	ulijua
2s+FUT+kujua	you will know	utajua
2s+PERF+kujua	you have known	umejua
NEG+2s+PRES+kujua	you do not know	hujui
NEG+2s+PAST+kujua	you did not know	hukujua
NEG+2s+FUT+kujua	you will not know	hutajua
NEG+2s+PERF+kujua	you have not known	hujajua
2p+PRES+kujua	you know	mnajua
2p+PAST+kujua	you knew	mlijua
2p+FUT+kujua	you will know	mtajua
2p+PERF+kujua	you have known	mmejua
NEG+2p+PRES+kujua	you do not know	hamjui
NEG+2p+PAST+kujua	you did not know	hamkujua
NEG+2p+FUT+kujua	you will not know	hamtajua
NEG+2p+PERF+kujua	you have not known	hamjajua
3s+PRES+kujua	(s)he knows	anajua
3s+PAST+kujua	(s)he knew	alijua
3s+FUT+kujua	(s)he will know	atajua
3s+PERF+kujua	(s)he has known	amejua
NEG+3s+PRES+kujua	(s)he does not know	hajui
NEG+3s+PAST+kujua	(s)he did not know	hakujua
NEG+3s+FUT+kujua	(s)he will not know	hatajua
NEG+3s+PERF+kujua	(s)he has not known	hajajua
3p+PRES+kujua	they know	wanajua
3p+PAST+kujua	they knew	walijua
3p+FUT+kujua	they will know	watajua
3p+PERF+kujua	they have known	wamejua
NEG+3p+PRES+kujua	they do not know	hawajui
NEG+3p+PAST+kujua	they did not know	hawakujua
NEG+3p+FUT+kujua	they will not know	hawatajua
NEG+3p+PERF+kujua	they have not known	hawajajua
2s+IMP+kujua	know	jua
2p+IMP+kujua	know	jueni
1s+PRES+kukaa	I stay	ninakaa
1s+PAST+kukaa	I stayed	nilikaa
1s+FUT+kukaa	I will stay	nitakaa
1s+PERF+kukaa	I have stayed	nimekaa
NEG+1s+PRES+kukaa	I do not stay	sikai
NEG+1s+PAST+kukaa	I did not stay	sikukaa
NEG+1s+FUT+kukaa	I will not stay	sitakaa
NEG+1s+PERF+kukaa	I have not stayed	sijakaa
1p+PRES+kukaa	we stay	tunakaa
1p+PAST+kukaa	we stayed	tulikaa
1p+FUT+kukaa	we will stay	tutakaa
1p+PERF+kukaa	we have stayed	tumekaa
NEG+1p+PRES+kukaa	we do not stay	hatukai
NEG+1p+PAST+kukaa	we did not stay	hatukukaa
NEG+1p+FUT+kukaa	we will not stay	hatutakaa
NEG+1p+PERF+kukaa	we have not stayed	hatujakaa
2s+PRES+kukaa	you stay	unakaa
2s+PAST+kukaa	you stayed	ulikaa
2s+FUT+kukaa	you will stay	utakaa
2s+PERF+kukaa	you have stayed	umekaa
NEG+2s+PRES+kukaa	you do not stay	hukai
NEG+2s+PAST+kukaa	you did not stay	hukukaa
NEG+2s+FUT+kukaa	you will not stay	hutakaa
NEG+2s+PERF+kukaa	you have not stayed	hujakaa
2p+PRES+kukaa	you stay	mnakaa
2p+PAST+kukaa	you stayed	mlikaa
2p+FUT+kukaa	you will stay	mtakaa
2p+PERF+kukaa	you have stayed	mmekaa
NEG+2p+PRES+kukaa	you do not stay	hamkai
NEG+2p+PAST+kukaa	you did not stay	hamkukaa
NEG+2p+FUT+kukaa	you will not stay	hamtakaa
NEG+2p+PERF+kukaa	you have not stayed	hamjakaa
3s+PRES+kukaa	(s)he stay	anakaa
3s+PAST+kukaa	(s)he stayed	alikaa
3s+FUT+kukaa	(s)he will stay	atakaa
3s+PERF+kukaa	(s)he has stayed	amekaa
NEG+3s+PRES+kukaa	(s)he does not stay	hakai
NEG+3s+PAST+kukaa	(s)he did not stay	hakukaa
NEG+3s+FUT+kukaa	(s)he will not stay	hatakaa
NEG+3s+PERF+kukaa	(s)he has not stayed	hajakaa
3p+PRES+kukaa	they stay	wanakaa
3p+PAST+kukaa	they stayed	walikaa
3p+FUT+kukaa	they will stay	watakaa
3p+PERF+kukaa	they have stayed	wamekaa
NEG+3p+PRES+kukaa	they do not stay	hawakai
NEG+3p+PAST+kukaa	they did not stay	hawakukaa
NEG+3p+FUT+kukaa	they will not stay	hawatakaa
NEG+3p+PERF+kukaa	they have not stayed	hawajakaa
2s+IMP+kukaa	stay	kaa
2p+IMP+kukaa	stay	kaeni
1s+PRES+kukaanga	I fry	ninakaanga
1s+PAST+kukaanga	I fried	nilikaanga
1s+FUT+kukaanga	I will fry	nitakaanga
1s+PERF+kukaanga	I have fried	nimekaanga
NEG+1s+PRES+kukaanga	I do not fry	sikaangi
NEG+1s+PAST+kukaanga	I did not fry	sikukaanga
NEG+1s+FUT+kukaanga	I will not fry	sitakaanga
NEG+1s+PERF+kukaanga	I have not fried	sijakaanga
1p+PRES+kukaanga	we fry	tunakaanga
1p+PAST+kukaanga	we fried	tulikaanga
1p+FUT+kukaanga	we will fry	tutakaanga
1p+PERF+kukaanga	we have fried	tumekaanga
NEG+1p+PRES+kukaanga	we do not fry	hatukaangi
NEG+1p+PAST+kukaanga	we did not fry	hatukukaanga
NEG+1p+FUT+kukaanga	we will not fry	hatutakaanga
NEG+1p+PERF+kukaanga	we have not fried	hatujakaanga
2s+PRES+kukaanga	you fry	unakaanga
2s+PAST+kukaanga	you fried	ulikaanga
2s+FUT+kukaanga	you will fry	utakaanga
2s+PERF+kukaanga	you have fried	umekaanga
NEG+2s+PRES+kukaanga	you do not fry	hukaangi
NEG+2s+PAST+kukaanga	you did not fry	hukukaanga
NEG+2s+FUT+kukaanga	you will not fry	hutakaanga
NEG+2s+PERF+kukaanga	you have not fried	hujakaanga
2p+PRES+kukaanga	you fry	mnakaanga
2p+PAST+kukaanga	you fried	mlikaanga
2p+FUT+kukaanga	you will fry	mtakaanga
2p+PERF+kukaanga	you have fried	mmekaanga
NEG+2p+PRES+kukaanga	you do not fry	hamkaangi
NEG+2p+PAST+kukaanga	you did not fry	hamkukaanga
NEG+2p+FUT+kukaanga	you will not fry	hamtakaanga
NEG+2p+PERF+kukaanga	you have not fried	hamjakaanga
3s+PRES+kukaanga	(s)he fries	anakaanga
3s+PAST+kukaanga	(s)he fried	alikaanga
3s+FUT+kukaanga	(s)he will fry	atakaanga
3s+PERF+kukaanga	(s)he has fried	amekaanga
NEG+3s+PRES+kukaanga	(s)he does not fry	hakaangi
NEG+3s+PAST+kukaanga	(s)he did not fry	hakukaanga
NEG+3s+FUT+kukaanga	(s)he will not fry	hatakaanga
NEG+3s+PERF+kukaanga	(s)he has not fried	hajakaanga
3p+PRES+kukaanga	they fry	wanakaanga
3p+PAST+kukaanga	they fried	walikaanga
3p+FUT+kukaanga	they will fry	watakaanga
3p+PERF+kukaanga	they have fried	wamekaanga
NEG+3p+PRES+kukaanga	they do not fry	hawakaangi
NEG+3p+PAST+kukaanga	they did not fry	hawakukaanga
NEG+3p+FUT+kukaanga	they will not fry	hawatakaanga
NEG+3p+PERF+kukaanga	they have not fried	hawajakaanga
2s+IMP+kukaanga	fry	kaanga
2p+IMP+kukaanga	fry	kaangeni
1s+PRES+kukaribia	I approach	ninakaribia
1s+PAST+kukaribia	I approached	nilikaribia
1s+FUT+kukaribia	I will approach	nitakaribia
1s+PERF+kukaribia	I have approached	nimekaribia
NEG+1s+PRES+kukaribia	I do not approach	sikaribii
NEG+1s+PAST+kukaribia	I did not approach	sikukaribia
NEG+1s+FUT+kukaribia	I will not approach	sitakaribia
NEG+1s+PERF+kukaribia	I have not approached	sijakaribia
1p+PRES+kukaribia	we approach	tunakaribia
1p+PAST+kukaribia	we approached	tulikaribia
1p+FUT+kukaribia	we will approach	tutakaribia
1p+PERF+kukaribia	we have approached	tumekaribia
NEG+1p+PRES+kukaribia	we do not approach	hatukaribii
NEG+1p+PAST+kukaribia	we did not approach	hatukukaribia
NEG+1p+FUT+kukaribia	we will not approach	hatutakaribia
NEG+1p+PERF+kukaribia	we have not approached	hatujakaribia
2s+PRES+kukaribia	you approach	unakaribia
2s+PAST+kukaribia	you approached	ulikaribia
2s+FUT+kukaribia	you will approach	utakaribia
2s+PERF+kukaribia	you have approached	umekaribia
NEG+2s+PRES+kukaribia	you do not approach	hukaribii
NEG+2s+PAST+kukaribia	you did not approach	hukukaribia
NEG+2s+FUT+kukaribia	you will not approach	hutakaribia
NEG+2s+PERF+kukaribia	you have not approached	hujakaribia
2p+PRES+kukaribia	you approach	mnakaribia
2p+PAST+kukaribia	you approached	mlikaribia
2p+FUT+kukaribia	you will approach	mtakaribia
2p+PERF+kukaribia	you have approached	mmekaribia
NEG+2p+PRES+kukaribia	you do not approach	hamkaribii
NEG+2p+PAST+kukaribia	you did not approach	hamkukaribia
NEG+2p+FUT+kukaribia	you will not approach	hamtakaribia
NEG+2p+PERF+kukaribia	you have not approached	hamjakaribia
3s+PRES+kukaribia	(s)he approachs	anakaribia
3s+PAST+kukaribia	(s)he approached	alikaribia
3s+FUT+kukaribia	(s)he will approach	atakaribia
3s+PERF+kukaribia	(s)he has approached	amekaribia
NEG+3s+PRES+kukaribia	(s)he does not approach	hakaribii
NEG+3s+PAST+kukaribia	(s)he did not approach	hakukaribia
NEG+3s+FUT+kukaribia	(s)he will not approach	hatakaribia
NEG+3s+PERF+kukaribia	(s)he has not approached	hajakaribia
3p+PRES+kukaribia	they approach	wanakaribia
3p+PAST+kukaribia	they approached	walikaribia
3p+FUT+kukaribia	they will approach	watakaribia
3p+PERF+kukaribia	they have approached	wamekaribia
NEG+3p+PRES+kukaribia	they do not approach	hawakaribii
NEG+3p+PAST+kukaribia	they did not approach	hawakukaribia
NEG+3p+FUT+kukaribia	they will not approach	hawatakaribia
NEG+3p+PERF+kukaribia	they have not approached	hawajakaribia
2s+IMP+kukaribia	approach	karibia
2p+IMP+kukaribia	approach	karibieni
1s+PRES+kukasirika	I am angry	ninakasirika
1s+PAST+kukasirika	I was angry	nilikasirika
1s+FUT+kukasirika	I will be angry	nitakasirika
1s+PERF+kukasirika	I have been angry	nimekasirika
NEG+1s+PRES+kukasirika	I am not angry	sikasiriki
NEG+1s+PAST+kukasirika	I was not angry	sikukasirika
NEG+1s+FUT+kukasirika	I will not be angry	sitakasirika
NEG+1s+PERF+kukasirika	I have not been angry	sijakasirika
1p+PRES+kukasirika	we are angry	tunakasirika
1p+PAST+kukasirika	we were angry	tulikasirika
1p+FUT+kukasirika	we will be angry	tutakasirika
1p+PERF+kukasirika	we have been angry	tumekasirika
NEG+1p+PRES+kukasirika	we are not angry	hatukasiriki
NEG+1p+PAST+kukasirika	we were not angry	hatukukasirika
NEG+1p+FUT+kukasirika	we will not be angry	hatutakasirika
NEG+1p+PERF+kukasirika	we have not been angry	hatujakasirika
2s+PRES+kukasirika	you are angry	unakasirika
2s+PAST+kukasirika	you were angry	ulikasirika
2s+FUT+kukasirika	you will be angry	utakasirika
2s+PERF+kukasirika	you have been angry	umekasirika
NEG+2s+PRES+kukasirika	you are not angry	hukasiriki
NEG+2s+PAST+kukasirika	you were not angry	hukukasirika
NEG+2s+FUT+kukasirika	you will not be angry	hutakasirika
NEG+2s+PERF+kukasirika	you have not been angry	hujakasirika
2p+PRES+kukasirika	you are angry	mnakasirika
2p+PAST+kukasirika	you were angry	mlikasirika
2p+FUT+kukasirika	you will be angry	mtakasirika
2p+PERF+kukasirika	you have been angry	mmekasirika
NEG+2p+PRES+kukasirika	you are not angry	hamkasiriki
NEG+2p+PAST+kukasirika	you were not angry	hamkukasirika
NEG+2p+FUT+kukasirika	you will not be angry	hamtakasirika
NEG+2p+PERF+kukasirika	you have not been angry	hamjakasirika
3s+PRES+kukasirika	(s)he is angry	anakasirika
3s+PAST+kukasirika	(s)he was angry	alikasirika
3s+FUT+kukasirika	(s)he will be angry	atakasirika
3s+PERF+kukasirika	(s)he has been angry	amekasirika
NEG+3s+PRES+kukasirika	(s)he is not angry	hakasiriki
NEG+3s+PAST+kukasirika	(s)he was not angry	hakukasirika
NEG+3s+FUT+kukasirika	(s)he will not be angry	hatakasirika
NEG+3s+PERF+kukasirika	(s)he has not been angry	hajakasirika
3p+PRES+kukasirika	they are angry	wanakasirika
3p+PAST+kukasirika	they were angry	walikasirika
3p+FUT+kukasirika	they will be angry	watakasirika
3p+PERF+kukasirika	they have been angry	wamekasirika
NEG+3p+PRES+kukasirika	they are not angry	hawakasiriki
NEG+3p+PAST+kukasirika	they were not angry	hawakukasirika
NEG+3p+FUT+kukasirika	they will not be angry	hawatakasirika
NEG+3p+PERF+kukasirika	they have not been angry	hawajakasirika
2s+IMP+kukasirika	be angry	kasirika
2p+IMP+kukasirika	be angry	kasirikeni
1s+PRES+kukata	I cut	ninakata
1s+PAST+kukata	I cut	nilikata
1s+FUT+kukata	I will cut	nitakata
1s+PERF+kukata	I have cut	nimekata
NEG+1s+PRES+kukata	I do not cut	sikati
NEG+1s+PAST+kukata	I did not cut	sikukata
NEG+1s+FUT+kukata	I will not cut	sitakata
NEG+1s+PERF+kukata	I have not cut	sijakata
1p+PRES+kukata	we cut	tunakata
1p+PAST+kukata	we cut	tulikata
1p+FUT+kukata	we will cut	tutakata
1p+PERF+kukata	we have cut	tumekata
NEG+1p+PRES+kukata	we do not cut	hatukati
NEG+1p+PAST+kukata	we did not cut	hatukukata
NEG+1p+FUT+kukata	we will not cut	hatutakata
NEG+1p+PERF+kukata	we have not cut	hatujakata
2s+PRES+kukata	you cut	unakata
2s+PAST+kukata	you cut	ulikata
2s+FUT+kukata	you will cut	utakata
2s+PERF+kukata	you have cut	umekata
NEG+2s+PRES+kukata	you do not cut	hukati
NEG+2s+PAST+kukata	you did not cut	hukukata
NEG+2s+FUT+kukata	you will not cut	hutakata
NEG+2s+PERF+kukata	you have not cut	hujakata
2p+PRES+kukata	you cut	mnakata
2p+PAST+kukata	you cut	mlikata
2p+FUT+kukata	you will cut	mtakata
2p+PERF+kukata	you have cut	mmekata
NEG+2p+PRES+kukata	you do not cut	hamkati
NEG+2p+PAST+kukata	you did not cut	hamkukata
NEG+2p+FUT+kukata	you will not cut	hamtakata
NEG+2p+PERF+kukata	you have not cut	hamjakata
3s+PRES+kukata	(s)he cuts	anakata
3s+PAST+kukata	(s)he cut	alikata
3s+FUT+kukata	(s)he will cut	atakata
3s+PERF+kukata	(s)he has cut	amekata
NEG+3s+PRES+kukata	(s)he does not cut	hakati
NEG+3s+PAST+kukata	(s)he did not cut	hakukata
NEG+3s+FUT+kukata	(s)he will not cut	hatakata
NEG+3s+PERF+kukata	(s)he has not cut	hajakata
